,Sales,date,region
23075,1695.0,2020-05-10,west
23100,1674.0,2020-05-11,north
23101,1554.0,2020-05-11,south
23102,1680.0,2020-05-11,east
23103,1575.0,2020-05-11,west
23128,1500.0,2020-05-12,north
23129,1791.0,2020-05-12,south
23130,1614.0,2020-05-12,east
23131,1695.0,2020-05-12,west
23156,1767.0,2020-05-13,north
23157,1725.0,2020-05-13,south
23158,1701.0,2020-05-13,east
23159,1629.0,2020-05-13,west
23184,1656.0,2020-05-14,north
23185,1713.0,2020-05-14,south
23186,1737.0,2020-05-14,east
23187,1671.0,2020-05-14,west
23212,1533.0,2020-05-15,north
23213,1644.0,2020-05-15,south
23214,1560.0,2020-05-15,east
23215,1740.0,2020-05-15,west
23240,1767.0,2020-05-16,north
23241,1791.0,2020-05-16,south
23242,1509.0,2020-05-16,east
23243,1614.0,2020-05-16,west
23268,1566.0,2020-05-17,north
23269,1758.0,2020-05-17,south
23270,1668.0,2020-05-17,east
23271,1707.0,2020-05-17,west
23296,1638.0,2020-05-18,north
23297,1596.0,2020-05-18,south
23298,1767.0,2020-05-18,east
23299,1683.0,2020-05-18,west
23324,1641.0,2020-05-19,north
23325,1713.0,2020-05-19,south
23326,1515.0,2020-05-19,east
23327,1602.0,2020-05-19,west
23352,1575.0,2020-05-20,north
23353,1791.0,2020-05-20,south
23354,1545.0,2020-05-20,east
23355,1686.0,2020-05-20,west
23380,1587.0,2020-05-21,north
23381,1791.0,2020-05-21,south
23382,1653.0,2020-05-21,east
23383,1671.0,2020-05-21,west
23408,1542.0,2020-05-22,north
23409,1686.0,2020-05-22,south
23410,1569.0,2020-05-22,east
23411,1518.0,2020-05-22,west
23436,1620.0,2020-05-23,north
23437,1536.0,2020-05-23,south
23438,1713.0,2020-05-23,east
23439,1788.0,2020-05-23,west
23464,1773.0,2020-05-24,north
23465,1785.0,2020-05-24,south
23466,1509.0,2020-05-24,east
23467,1713.0,2020-05-24,west
23492,1536.0,2020-05-25,north
23493,1704.0,2020-05-25,south
23494,1563.0,2020-05-25,east
23495,1539.0,2020-05-25,west
23520,1545.0,2020-05-26,north
23521,1530.0,2020-05-26,south
23522,1758.0,2020-05-26,east
23523,1656.0,2020-05-26,west
23548,1563.0,2020-05-27,north
23549,1758.0,2020-05-27,south
23550,1656.0,2020-05-27,east
23551,1707.0,2020-05-27,west
23576,1581.0,2020-05-28,north
23577,1569.0,2020-05-28,south
23578,1533.0,2020-05-28,east
23579,1566.0,2020-05-28,west
23604,1722.0,2020-05-29,north
23605,1602.0,2020-05-29,south
23606,1698.0,2020-05-29,east
23607,1566.0,2020-05-29,west
23632,1599.0,2020-05-30,north
23633,1788.0,2020-05-30,south
23634,1743.0,2020-05-30,east
23635,1647.0,2020-05-30,west
23660,1566.0,2020-05-31,north
23661,1608.0,2020-05-31,south
23662,1791.0,2020-05-31,east
23663,1764.0,2020-05-31,west
23688,1752.0,2020-06-01,north
23689,1608.0,2020-06-01,south
23690,1554.0,2020-06-01,east
23691,1710.0,2020-06-01,west
23716,1677.0,2020-06-02,north
23717,1794.0,2020-06-02,south
23718,1800.0,2020-06-02,east
23719,1767.0,2020-06-02,west
23744,1782.0,2020-06-03,north
23745,1584.0,2020-06-03,south
23746,1545.0,2020-06-03,east
23747,1617.0,2020-06-03,west
23772,1644.0,2020-06-04,north
23773,1527.0,2020-06-04,south
23774,1707.0,2020-06-04,east
23775,1773.0,2020-06-04,west
23800,1587.0,2020-06-05,north
23801,1632.0,2020-06-05,south
23802,1569.0,2020-06-05,east
23803,1566.0,2020-06-05,west
23828,1683.0,2020-06-06,north
23829,1689.0,2020-06-06,south
23830,1704.0,2020-06-06,east
23831,1749.0,2020-06-06,west
23856,1620.0,2020-06-07,north
23857,1650.0,2020-06-07,south
23858,1743.0,2020-06-07,east
23859,1674.0,2020-06-07,west
23884,1527.0,2020-06-08,north
23885,1638.0,2020-06-08,south
23886,1584.0,2020-06-08,east
23887,1695.0,2020-06-08,west
23912,1503.0,2020-06-09,north
23913,1569.0,2020-06-09,south
23914,1572.0,2020-06-09,east
23915,1593.0,2020-06-09,west
23940,1761.0,2020-06-10,north
23941,1512.0,2020-06-10,south
23942,1617.0,2020-06-10,east
23943,1593.0,2020-06-10,west
23968,1590.0,2020-06-11,north
23969,1611.0,2020-06-11,south
23970,1719.0,2020-06-11,east
23971,1719.0,2020-06-11,west
23996,1512.0,2020-06-12,north
23997,1776.0,2020-06-12,south
23998,1575.0,2020-06-12,east
23999,1746.0,2020-06-12,west
24024,1581.0,2020-06-13,north
24025,1689.0,2020-06-13,south
24026,1776.0,2020-06-13,east
24027,1560.0,2020-06-13,west
24052,1734.0,2020-06-14,north
24053,1788.0,2020-06-14,south
24054,1743.0,2020-06-14,east
24055,1719.0,2020-06-14,west
24080,1542.0,2020-06-15,north
24081,1758.0,2020-06-15,south
24082,1674.0,2020-06-15,east
24083,1584.0,2020-06-15,west
24108,1668.0,2020-06-16,north
24109,1620.0,2020-06-16,south
24110,1695.0,2020-06-16,east
24111,1638.0,2020-06-16,west
24136,1554.0,2020-06-17,north
24137,1659.0,2020-06-17,south
24138,1734.0,2020-06-17,east
24139,1527.0,2020-06-17,west
24164,1611.0,2020-06-18,north
24165,1734.0,2020-06-18,south
24166,1743.0,2020-06-18,east
24167,1557.0,2020-06-18,west
24192,1800.0,2020-06-19,north
24193,1536.0,2020-06-19,south
24194,1578.0,2020-06-19,east
24195,1515.0,2020-06-19,west
24220,1647.0,2020-06-20,north
24221,1641.0,2020-06-20,south
24222,1614.0,2020-06-20,east
24223,1518.0,2020-06-20,west
24248,1755.0,2020-06-21,north
24249,1620.0,2020-06-21,south
24250,1725.0,2020-06-21,east
24251,1668.0,2020-06-21,west
24276,1761.0,2020-06-22,north
24277,1542.0,2020-06-22,south
24278,1539.0,2020-06-22,east
24279,1524.0,2020-06-22,west
24304,1767.0,2020-06-23,north
24305,1581.0,2020-06-23,south
24306,1770.0,2020-06-23,east
24307,1758.0,2020-06-23,west
24332,1617.0,2020-06-24,north
24333,1518.0,2020-06-24,south
24334,1791.0,2020-06-24,east
24335,1695.0,2020-06-24,west
24360,1503.0,2020-06-25,north
24361,1794.0,2020-06-25,south
24362,1638.0,2020-06-25,east
24363,1536.0,2020-06-25,west
24388,1707.0,2020-06-26,north
24389,1578.0,2020-06-26,south
24390,1719.0,2020-06-26,east
24391,1728.0,2020-06-26,west
24416,1644.0,2020-06-27,north
24417,1527.0,2020-06-27,south
24418,1578.0,2020-06-27,east
24419,1623.0,2020-06-27,west
24444,1608.0,2020-06-28,north
24445,1779.0,2020-06-28,south
24446,1689.0,2020-06-28,east
24447,1629.0,2020-06-28,west
24472,1722.0,2020-06-29,north
24473,1662.0,2020-06-29,south
24474,1662.0,2020-06-29,east
24475,1503.0,2020-06-29,west
24500,1794.0,2020-06-30,north
24501,1572.0,2020-06-30,south
24502,1668.0,2020-06-30,east
24503,1647.0,2020-06-30,west
24528,1632.0,2020-07-01,north
24529,1578.0,2020-07-01,south
24530,1650.0,2020-07-01,east
24531,1797.0,2020-07-01,west
24556,1734.0,2020-07-02,north
24557,1734.0,2020-07-02,south
24558,1581.0,2020-07-02,east
24559,1665.0,2020-07-02,west
24584,1695.0,2020-07-03,north
24585,1701.0,2020-07-03,south
24586,1584.0,2020-07-03,east
24587,1518.0,2020-07-03,west
24612,1737.0,2020-07-04,north
24613,1656.0,2020-07-04,south
24614,1695.0,2020-07-04,east
24615,1563.0,2020-07-04,west
24640,1788.0,2020-07-05,north
24641,1746.0,2020-07-05,south
24642,1647.0,2020-07-05,east
24643,1527.0,2020-07-05,west
24668,1548.0,2020-07-06,north
24669,1572.0,2020-07-06,south
24670,1569.0,2020-07-06,east
24671,1527.0,2020-07-06,west
24696,1500.0,2020-07-07,north
24697,1791.0,2020-07-07,south
24698,1656.0,2020-07-07,east
24699,1743.0,2020-07-07,west
24724,1563.0,2020-07-08,north
24725,1722.0,2020-07-08,south
24726,1758.0,2020-07-08,east
24727,1524.0,2020-07-08,west
24752,1788.0,2020-07-09,north
24753,1713.0,2020-07-09,south
24754,1596.0,2020-07-09,east
24755,1716.0,2020-07-09,west
24780,1587.0,2020-07-10,north
24781,1509.0,2020-07-10,south
24782,1698.0,2020-07-10,east
24783,1515.0,2020-07-10,west
24808,1500.0,2020-07-11,north
24809,1689.0,2020-07-11,south
24810,1554.0,2020-07-11,east
24811,1509.0,2020-07-11,west
24836,1746.0,2020-07-12,north
24837,1572.0,2020-07-12,south
24838,1773.0,2020-07-12,east
24839,1596.0,2020-07-12,west
24864,1680.0,2020-07-13,north
24865,1764.0,2020-07-13,south
24866,1782.0,2020-07-13,east
24867,1728.0,2020-07-13,west
24892,1557.0,2020-07-14,north
24893,1515.0,2020-07-14,south
24894,1695.0,2020-07-14,east
24895,1500.0,2020-07-14,west
24920,1542.0,2020-07-15,north
24921,1740.0,2020-07-15,south
24922,1647.0,2020-07-15,east
24923,1596.0,2020-07-15,west
24948,1515.0,2020-07-16,north
24949,1731.0,2020-07-16,south
24950,1605.0,2020-07-16,east
24951,1791.0,2020-07-16,west
24976,1794.0,2020-07-17,north
24977,1677.0,2020-07-17,south
24978,1641.0,2020-07-17,east
24979,1773.0,2020-07-17,west
25004,1623.0,2020-07-18,north
25005,1707.0,2020-07-18,south
25006,1749.0,2020-07-18,east
25007,1797.0,2020-07-18,west
25032,1614.0,2020-07-19,north
25033,1653.0,2020-07-19,south
25034,1674.0,2020-07-19,east
25035,1779.0,2020-07-19,west
25060,1797.0,2020-07-20,north
25061,1560.0,2020-07-20,south
25062,1638.0,2020-07-20,east
25063,1716.0,2020-07-20,west
25088,1572.0,2020-07-21,north
25089,1767.0,2020-07-21,south
25090,1689.0,2020-07-21,east
25091,1734.0,2020-07-21,west
25116,1668.0,2020-07-22,north
25117,1728.0,2020-07-22,south
25118,1668.0,2020-07-22,east
25119,1584.0,2020-07-22,west
25144,1692.0,2020-07-23,north
25145,1710.0,2020-07-23,south
25146,1758.0,2020-07-23,east
25147,1545.0,2020-07-23,west
25172,1530.0,2020-07-24,north
25173,1530.0,2020-07-24,south
25174,1575.0,2020-07-24,east
25175,1776.0,2020-07-24,west
25200,1794.0,2020-07-25,north
25201,1647.0,2020-07-25,south
25202,1611.0,2020-07-25,east
25203,1704.0,2020-07-25,west
25228,1569.0,2020-07-26,north
25229,1659.0,2020-07-26,south
25230,1575.0,2020-07-26,east
25231,1788.0,2020-07-26,west
25256,1602.0,2020-07-27,north
25257,1620.0,2020-07-27,south
25258,1530.0,2020-07-27,east
25259,1608.0,2020-07-27,west
25284,1800.0,2020-07-28,north
25285,1506.0,2020-07-28,south
25286,1608.0,2020-07-28,east
25287,1581.0,2020-07-28,west
25312,1533.0,2020-07-29,north
25313,1686.0,2020-07-29,south
25314,1773.0,2020-07-29,east
25315,1644.0,2020-07-29,west
25340,1722.0,2020-07-30,north
25341,1584.0,2020-07-30,south
25342,1596.0,2020-07-30,east
25343,1512.0,2020-07-30,west
25368,1527.0,2020-07-31,north
25369,1530.0,2020-07-31,south
25370,1533.0,2020-07-31,east
25371,1530.0,2020-07-31,west
25396,1788.0,2020-08-01,north
25397,1596.0,2020-08-01,south
25398,1680.0,2020-08-01,east
25399,1671.0,2020-08-01,west
25424,1656.0,2020-08-02,north
25425,1716.0,2020-08-02,south
25426,1623.0,2020-08-02,east
25427,1596.0,2020-08-02,west
25452,1665.0,2020-08-03,north
25453,1650.0,2020-08-03,south
25454,1503.0,2020-08-03,east
25455,1665.0,2020-08-03,west
25480,1539.0,2020-08-04,north
25481,1659.0,2020-08-04,south
25482,1602.0,2020-08-04,east
25483,1719.0,2020-08-04,west
25508,1749.0,2020-08-05,north
25509,1548.0,2020-08-05,south
25510,1653.0,2020-08-05,east
25511,1662.0,2020-08-05,west
25536,1770.0,2020-08-06,north
25537,1710.0,2020-08-06,south
25538,1509.0,2020-08-06,east
25539,1545.0,2020-08-06,west
25564,1740.0,2020-08-07,north
25565,1524.0,2020-08-07,south
25566,1641.0,2020-08-07,east
25567,1710.0,2020-08-07,west
25592,1728.0,2020-08-08,north
25593,1695.0,2020-08-08,south
25594,1716.0,2020-08-08,east
25595,1785.0,2020-08-08,west
25620,1617.0,2020-08-09,north
25621,1752.0,2020-08-09,south
25622,1734.0,2020-08-09,east
25623,1521.0,2020-08-09,west
25648,1545.0,2020-08-10,north
25649,1722.0,2020-08-10,south
25650,1647.0,2020-08-10,east
25651,1530.0,2020-08-10,west
25676,1632.0,2020-08-11,north
25677,1620.0,2020-08-11,south
25678,1551.0,2020-08-11,east
25679,1557.0,2020-08-11,west
25704,1737.0,2020-08-12,north
25705,1749.0,2020-08-12,south
25706,1704.0,2020-08-12,east
25707,1671.0,2020-08-12,west
25732,1500.0,2020-08-13,north
25733,1500.0,2020-08-13,south
25734,1701.0,2020-08-13,east
25735,1785.0,2020-08-13,west
25760,1542.0,2020-08-14,north
25761,1791.0,2020-08-14,south
25762,1716.0,2020-08-14,east
25763,1665.0,2020-08-14,west
25788,1740.0,2020-08-15,north
25789,1632.0,2020-08-15,south
25790,1560.0,2020-08-15,east
25791,1689.0,2020-08-15,west
25816,1749.0,2020-08-16,north
25817,1605.0,2020-08-16,south
25818,1629.0,2020-08-16,east
25819,1728.0,2020-08-16,west
25844,1554.0,2020-08-17,north
25845,1629.0,2020-08-17,south
25846,1698.0,2020-08-17,east
25847,1635.0,2020-08-17,west
25872,1761.0,2020-08-18,north
25873,1566.0,2020-08-18,south
25874,1692.0,2020-08-18,east
25875,1563.0,2020-08-18,west
25900,1662.0,2020-08-19,north
25901,1635.0,2020-08-19,south
25902,1674.0,2020-08-19,east
25903,1602.0,2020-08-19,west
25928,1686.0,2020-08-20,north
25929,1506.0,2020-08-20,south
25930,1515.0,2020-08-20,east
25931,1779.0,2020-08-20,west
25956,1557.0,2020-08-21,north
25957,1551.0,2020-08-21,south
25958,1521.0,2020-08-21,east
25959,1710.0,2020-08-21,west
25984,1563.0,2020-08-22,north
25985,1683.0,2020-08-22,south
25986,1791.0,2020-08-22,east
25987,1773.0,2020-08-22,west
26012,1716.0,2020-08-23,north
26013,1731.0,2020-08-23,south
26014,1593.0,2020-08-23,east
26015,1788.0,2020-08-23,west
26040,1785.0,2020-08-24,north
26041,1647.0,2020-08-24,south
26042,1755.0,2020-08-24,east
26043,1665.0,2020-08-24,west
26068,1545.0,2020-08-25,north
26069,1755.0,2020-08-25,south
26070,1605.0,2020-08-25,east
26071,1548.0,2020-08-25,west
26096,1533.0,2020-08-26,north
26097,1752.0,2020-08-26,south
26098,1758.0,2020-08-26,east
26099,1767.0,2020-08-26,west
26124,1761.0,2020-08-27,north
26125,1671.0,2020-08-27,south
26126,1551.0,2020-08-27,east
26127,1686.0,2020-08-27,west
26152,1788.0,2020-08-28,north
26153,1551.0,2020-08-28,south
26154,1554.0,2020-08-28,east
26155,1623.0,2020-08-28,west
26180,1698.0,2020-08-29,north
26181,1659.0,2020-08-29,south
26182,1593.0,2020-08-29,east
26183,1674.0,2020-08-29,west
26208,1800.0,2020-08-30,north
26209,1554.0,2020-08-30,south
26210,1713.0,2020-08-30,east
26211,1611.0,2020-08-30,west
26236,1797.0,2020-08-31,north
26237,1581.0,2020-08-31,south
26238,1623.0,2020-08-31,east
26239,1515.0,2020-08-31,west
26264,1797.0,2020-09-01,north
26265,1704.0,2020-09-01,south
26266,1539.0,2020-09-01,east
26267,1617.0,2020-09-01,west
26292,1737.0,2020-09-02,north
26293,1635.0,2020-09-02,south
26294,1671.0,2020-09-02,east
26295,1632.0,2020-09-02,west
26320,1575.0,2020-09-03,north
26321,1713.0,2020-09-03,south
26322,1581.0,2020-09-03,east
26323,1719.0,2020-09-03,west
26348,1533.0,2020-09-04,north
26349,1539.0,2020-09-04,south
26350,1569.0,2020-09-04,east
26351,1743.0,2020-09-04,west
26376,1620.0,2020-09-05,north
26377,1743.0,2020-09-05,south
26378,1563.0,2020-09-05,east
26379,1764.0,2020-09-05,west
26404,1638.0,2020-09-06,north
26405,1734.0,2020-09-06,south
26406,1794.0,2020-09-06,east
26407,1782.0,2020-09-06,west
26432,1509.0,2020-09-07,north
26433,1749.0,2020-09-07,south
26434,1608.0,2020-09-07,east
26435,1794.0,2020-09-07,west
26460,1710.0,2020-09-08,north
26461,1536.0,2020-09-08,south
26462,1539.0,2020-09-08,east
26463,1512.0,2020-09-08,west
26488,1578.0,2020-09-09,north
26489,1575.0,2020-09-09,south
26490,1551.0,2020-09-09,east
26491,1650.0,2020-09-09,west
26516,1662.0,2020-09-10,north
26517,1767.0,2020-09-10,south
26518,1596.0,2020-09-10,east
26519,1710.0,2020-09-10,west
26544,1764.0,2020-09-11,north
26545,1722.0,2020-09-11,south
26546,1611.0,2020-09-11,east
26547,1656.0,2020-09-11,west
26572,1602.0,2020-09-12,north
26573,1686.0,2020-09-12,south
26574,1599.0,2020-09-12,east
26575,1800.0,2020-09-12,west
26600,1503.0,2020-09-13,north
26601,1554.0,2020-09-13,south
26602,1554.0,2020-09-13,east
26603,1575.0,2020-09-13,west
26628,1647.0,2020-09-14,north
26629,1776.0,2020-09-14,south
26630,1788.0,2020-09-14,east
26631,1791.0,2020-09-14,west
26656,1542.0,2020-09-15,north
26657,1782.0,2020-09-15,south
26658,1620.0,2020-09-15,east
26659,1641.0,2020-09-15,west
26684,1590.0,2020-09-16,north
26685,1734.0,2020-09-16,south
26686,1710.0,2020-09-16,east
26687,1641.0,2020-09-16,west
26712,1611.0,2020-09-17,north
26713,1581.0,2020-09-17,south
26714,1596.0,2020-09-17,east
26715,1539.0,2020-09-17,west
26740,1764.0,2020-09-18,north
26741,1584.0,2020-09-18,south
26742,1701.0,2020-09-18,east
26743,1518.0,2020-09-18,west
26768,1692.0,2020-09-19,north
26769,1743.0,2020-09-19,south
26770,1737.0,2020-09-19,east
26771,1590.0,2020-09-19,west
26796,1623.0,2020-09-20,north
26797,1521.0,2020-09-20,south
26798,1590.0,2020-09-20,east
26799,1677.0,2020-09-20,west
26824,1776.0,2020-09-21,north
26825,1629.0,2020-09-21,south
26826,1776.0,2020-09-21,east
26827,1728.0,2020-09-21,west
26852,1776.0,2020-09-22,north
26853,1629.0,2020-09-22,south
26854,1539.0,2020-09-22,east
26855,1563.0,2020-09-22,west
26880,1506.0,2020-09-23,north
26881,1698.0,2020-09-23,south
26882,1734.0,2020-09-23,east
26883,1557.0,2020-09-23,west
26908,1527.0,2020-09-24,north
26909,1761.0,2020-09-24,south
26910,1560.0,2020-09-24,east
26911,1650.0,2020-09-24,west
26936,1533.0,2020-09-25,north
26937,1602.0,2020-09-25,south
26938,1743.0,2020-09-25,east
26939,1617.0,2020-09-25,west
26964,1536.0,2020-09-26,north
26965,1773.0,2020-09-26,south
26966,1521.0,2020-09-26,east
26967,1542.0,2020-09-26,west
26992,1737.0,2020-09-27,north
26993,1509.0,2020-09-27,south
26994,1626.0,2020-09-27,east
26995,1584.0,2020-09-27,west
27020,1671.0,2020-09-28,north
27021,1680.0,2020-09-28,south
27022,1599.0,2020-09-28,east
27023,1776.0,2020-09-28,west
27048,1674.0,2020-09-29,north
27049,1728.0,2020-09-29,south
27050,1551.0,2020-09-29,east
27051,1641.0,2020-09-29,west
27076,1614.0,2020-09-30,north
27077,1773.0,2020-09-30,south
27078,1509.0,2020-09-30,east
27079,1740.0,2020-09-30,west
27104,1614.0,2020-10-01,north
27105,1599.0,2020-10-01,south
27106,1785.0,2020-10-01,east
27107,1506.0,2020-10-01,west
27132,1689.0,2020-10-02,north
27133,1659.0,2020-10-02,south
27134,1785.0,2020-10-02,east
27135,1701.0,2020-10-02,west
27160,1515.0,2020-10-03,north
27161,1545.0,2020-10-03,south
27162,1599.0,2020-10-03,east
27163,1512.0,2020-10-03,west
27188,1524.0,2020-10-04,north
27189,1779.0,2020-10-04,south
27190,1500.0,2020-10-04,east
27191,1755.0,2020-10-04,west
27216,1773.0,2020-10-05,north
27217,1743.0,2020-10-05,south
27218,1662.0,2020-10-05,east
27219,1596.0,2020-10-05,west
27244,1788.0,2020-10-06,north
27245,1503.0,2020-10-06,south
27246,1779.0,2020-10-06,east
27247,1563.0,2020-10-06,west
27272,1554.0,2020-10-07,north
27273,1734.0,2020-10-07,south
27274,1629.0,2020-10-07,east
27275,1608.0,2020-10-07,west
27300,1794.0,2020-10-08,north
27301,1674.0,2020-10-08,south
27302,1662.0,2020-10-08,east
27303,1788.0,2020-10-08,west
27328,1536.0,2020-10-09,north
27329,1521.0,2020-10-09,south
27330,1656.0,2020-10-09,east
27331,1551.0,2020-10-09,west
27356,1593.0,2020-10-10,north
27357,1590.0,2020-10-10,south
27358,1671.0,2020-10-10,east
27359,1707.0,2020-10-10,west
27384,1569.0,2020-10-11,north
27385,1773.0,2020-10-11,south
27386,1674.0,2020-10-11,east
27387,1536.0,2020-10-11,west
27412,1677.0,2020-10-12,north
27413,1605.0,2020-10-12,south
27414,1653.0,2020-10-12,east
27415,1749.0,2020-10-12,west
27440,1578.0,2020-10-13,north
27441,1638.0,2020-10-13,south
27442,1515.0,2020-10-13,east
27443,1683.0,2020-10-13,west
27468,1680.0,2020-10-14,north
27469,1755.0,2020-10-14,south
27470,1584.0,2020-10-14,east
27471,1590.0,2020-10-14,west
27496,1518.0,2020-10-15,north
27497,1701.0,2020-10-15,south
27498,1716.0,2020-10-15,east
27499,1563.0,2020-10-15,west
27524,1638.0,2020-10-16,north
27525,1689.0,2020-10-16,south
27526,1515.0,2020-10-16,east
27527,1632.0,2020-10-16,west
27552,1509.0,2020-10-17,north
27553,1791.0,2020-10-17,south
27554,1509.0,2020-10-17,east
27555,1776.0,2020-10-17,west
27580,1524.0,2020-10-18,north
27581,1716.0,2020-10-18,south
27582,1578.0,2020-10-18,east
27583,1713.0,2020-10-18,west
27608,1656.0,2020-10-19,north
27609,1725.0,2020-10-19,south
27610,1554.0,2020-10-19,east
27611,1524.0,2020-10-19,west
27636,1569.0,2020-10-20,north
27637,1758.0,2020-10-20,south
27638,1758.0,2020-10-20,east
27639,1614.0,2020-10-20,west
27664,1740.0,2020-10-21,north
27665,1521.0,2020-10-21,south
27666,1722.0,2020-10-21,east
27667,1605.0,2020-10-21,west
27692,1749.0,2020-10-22,north
27693,1638.0,2020-10-22,south
27694,1710.0,2020-10-22,east
27695,1668.0,2020-10-22,west
27720,1635.0,2020-10-23,north
27721,1533.0,2020-10-23,south
27722,1635.0,2020-10-23,east
27723,1575.0,2020-10-23,west
27748,1737.0,2020-10-24,north
27749,1593.0,2020-10-24,south
27750,1707.0,2020-10-24,east
27751,1536.0,2020-10-24,west
27776,1689.0,2020-10-25,north
27777,1680.0,2020-10-25,south
27778,1605.0,2020-10-25,east
27779,1617.0,2020-10-25,west
27804,1746.0,2020-10-26,north
27805,1518.0,2020-10-26,south
27806,1656.0,2020-10-26,east
27807,1542.0,2020-10-26,west
27832,1581.0,2020-10-27,north
27833,1716.0,2020-10-27,south
27834,1683.0,2020-10-27,east
27835,1518.0,2020-10-27,west
27860,1746.0,2020-10-28,north
27861,1587.0,2020-10-28,south
27862,1644.0,2020-10-28,east
27863,1731.0,2020-10-28,west
27888,1770.0,2020-10-29,north
27889,1692.0,2020-10-29,south
27890,1557.0,2020-10-29,east
27891,1524.0,2020-10-29,west
27916,1773.0,2020-10-30,north
27917,1689.0,2020-10-30,south
27918,1776.0,2020-10-30,east
27919,1686.0,2020-10-30,west
27944,1581.0,2020-10-31,north
27945,1758.0,2020-10-31,south
27946,1755.0,2020-10-31,east
27947,1668.0,2020-10-31,west
27972,1665.0,2020-11-01,north
27973,1551.0,2020-11-01,south
27974,1770.0,2020-11-01,east
27975,1593.0,2020-11-01,west
28000,1734.0,2020-11-02,north
28001,1500.0,2020-11-02,south
28002,1740.0,2020-11-02,east
28003,1686.0,2020-11-02,west
28028,1551.0,2020-11-03,north
28029,1752.0,2020-11-03,south
28030,1746.0,2020-11-03,east
28031,1581.0,2020-11-03,west
28056,1773.0,2020-11-04,north
28057,1788.0,2020-11-04,south
28058,1545.0,2020-11-04,east
28059,1506.0,2020-11-04,west
28084,1644.0,2020-11-05,north
28085,1605.0,2020-11-05,south
28086,1686.0,2020-11-05,east
28087,1539.0,2020-11-05,west
28112,1725.0,2020-11-06,north
28113,1599.0,2020-11-06,south
28114,1659.0,2020-11-06,east
28115,1575.0,2020-11-06,west
28140,1653.0,2020-11-07,north
28141,1641.0,2020-11-07,south
28142,1587.0,2020-11-07,east
28143,1758.0,2020-11-07,west
28168,1785.0,2020-11-08,north
28169,1695.0,2020-11-08,south
28170,1581.0,2020-11-08,east
28171,1734.0,2020-11-08,west
28196,1788.0,2020-11-09,north
28197,1593.0,2020-11-09,south
28198,1593.0,2020-11-09,east
28199,1512.0,2020-11-09,west
28224,1638.0,2020-11-10,north
28225,1734.0,2020-11-10,south
28226,1695.0,2020-11-10,east
28227,1638.0,2020-11-10,west
28252,1695.0,2020-11-11,north
28253,1533.0,2020-11-11,south
28254,1731.0,2020-11-11,east
28255,1689.0,2020-11-11,west
28280,1713.0,2020-11-12,north
28281,1596.0,2020-11-12,south
28282,1686.0,2020-11-12,east
28283,1515.0,2020-11-12,west
28308,1581.0,2020-11-13,north
28309,1521.0,2020-11-13,south
28310,1677.0,2020-11-13,east
28311,1635.0,2020-11-13,west
28336,1749.0,2020-11-14,north
28337,1542.0,2020-11-14,south
28338,1602.0,2020-11-14,east
28339,1557.0,2020-11-14,west
28364,1686.0,2020-11-15,north
28365,1638.0,2020-11-15,south
28366,1794.0,2020-11-15,east
28367,1659.0,2020-11-15,west
28392,1773.0,2020-11-16,north
28393,1671.0,2020-11-16,south
28394,1626.0,2020-11-16,east
28395,1725.0,2020-11-16,west
28420,1686.0,2020-11-17,north
28421,1521.0,2020-11-17,south
28422,1734.0,2020-11-17,east
28423,1530.0,2020-11-17,west
28448,1698.0,2020-11-18,north
28449,1770.0,2020-11-18,south
28450,1752.0,2020-11-18,east
28451,1662.0,2020-11-18,west
28476,1566.0,2020-11-19,north
28477,1590.0,2020-11-19,south
28478,1635.0,2020-11-19,east
28479,1698.0,2020-11-19,west
28504,1683.0,2020-11-20,north
28505,1653.0,2020-11-20,south
28506,1527.0,2020-11-20,east
28507,1524.0,2020-11-20,west
28532,1593.0,2020-11-21,north
28533,1656.0,2020-11-21,south
28534,1623.0,2020-11-21,east
28535,1638.0,2020-11-21,west
28560,1596.0,2020-11-22,north
28561,1575.0,2020-11-22,south
28562,1656.0,2020-11-22,east
28563,1725.0,2020-11-22,west
28588,1767.0,2020-11-23,north
28589,1650.0,2020-11-23,south
28590,1641.0,2020-11-23,east
28591,1632.0,2020-11-23,west
28616,1602.0,2020-11-24,north
28617,1632.0,2020-11-24,south
28618,1743.0,2020-11-24,east
28619,1617.0,2020-11-24,west
28644,1725.0,2020-11-25,north
28645,1761.0,2020-11-25,south
28646,1791.0,2020-11-25,east
28647,1620.0,2020-11-25,west
28672,1770.0,2020-11-26,north
28673,1791.0,2020-11-26,south
28674,1665.0,2020-11-26,east
28675,1743.0,2020-11-26,west
28700,1632.0,2020-11-27,north
28701,1587.0,2020-11-27,south
28702,1680.0,2020-11-27,east
28703,1656.0,2020-11-27,west
28728,1746.0,2020-11-28,north
28729,1599.0,2020-11-28,south
28730,1719.0,2020-11-28,east
28731,1794.0,2020-11-28,west
28756,1758.0,2020-11-29,north
28757,1557.0,2020-11-29,south
28758,1647.0,2020-11-29,east
28759,1740.0,2020-11-29,west
28784,1635.0,2020-11-30,north
28785,1584.0,2020-11-30,south
28786,1614.0,2020-11-30,east
28787,1749.0,2020-11-30,west
28812,1587.0,2020-12-01,north
28813,1719.0,2020-12-01,south
28814,1620.0,2020-12-01,east
28815,1656.0,2020-12-01,west
28840,1554.0,2020-12-02,north
28841,1755.0,2020-12-02,south
